,000,10,100,11,12,13,14,15,16,17,18,19,20,2010,2011,2015,2016,2017,2018,2019,2020,2021,2025,21,22,23,24,25,26,27,28,29,30,31,32,35,40,50,59,60,61,62,63,64,65,66,67,68,69,70,aan,aanpak,aantal,advies,af,al,alle,alleen,als,and,andere,antwoord,artikel,basis,bedrijven,belang,betreft,bij,bijlage,bijvoorbeeld,binnen,brief,daarbij,daarnaast,dan,data,datum,deel,den,deze,die,dit,doen,door,dus,eerste,eigen,er,eu,euro,europese,extra,figuur,financiële,for,gaan,gaat,gebruik,geeft,geen,gegevens,geldt,gemaakt,gemeenten,geval,geven,goed,grond,grote,haag,hebben,heeft,hier,hierbij,hoe,https,huidige,hun,ii,ik,indien,informatie,ja,jaar,jaren,kabinet,kader,kamer,kan,kenmerk,km,knooppunt,komen,komt,kosten,kunnen,leden,lid,maar,maatregelen,maken,mbo,meer,mensen,met,miljoen,minder,minister,ministerie,moet,moeten,mogelijk,na,naar,nederland,nederlandse,nemen,niet,nieuwe,nl,nodig,nog,nr,nu,of,om,omdat,on,onder,onderdeel,onderwijs,onderzoek,ontwikkeling,onze,ook,op,opgenomen,over,overige,pagina,partijen,per,periode,personen,problemen,programma,raad,rapport,regeling,regio,respondenten,resultaten,risico,rws,samen,samenwerking,scholen,sector,sprake,staat,tabel,te,ten,the,to,toe,tot,totaal,tussen,twee,tweede,uit,uw,vanuit,veel,verder,verschillende,via,voor,vraag,vragen,waar,waarbij,waarin,was,wat,we,wel,welke,werd,werken,wet,worden,wordt,www,zaken,zal,ze,zich,zie,zien,zij,zijn,zo,zoals,zorg,zou,zowel,zullen,één
302,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,1,1,0,2,0,0,1,0,2,0,0,1,4,1,0,0,3,0,1,0,0,2,0,3,8,5,8,1,2,0,2,0,4,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,3,0,4,1,1,0,0,0,0,0,7,1,1,0,0,0,0,0,1,3,3,0,0,0,0,0,2,0,0,1,1,1,0,1,0,3,0,0,2,0,0,0,1,0,1,1,0,1,4,0,3,3,0,1,0,5,6,0,0,0,1,0,4,0,0,3,11,0,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,10,3,0,0,0,1,0,0,0,2,2,1,0,0,1,0,1,11,0,1,0,0,0,0,0,0,1,2,0,0,1,4,1,2,0,5,0,1,0,0,0,6,2,4,1,0,0,0,0
303,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,0,1,4,1,6,0,1,0,0,0,0,6,4,23,1,0,0,4,0,0,1,1,6,5,2,15,7,10,1,4,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,1,3,3,1,0,2,2,5,0,2,0,0,0,4,0,23,1,3,0,0,0,0,0,3,7,0,0,0,2,0,0,5,0,0,6,2,2,0,7,2,9,0,0,1,0,10,3,0,0,3,0,0,0,9,2,1,1,2,5,2,5,6,1,0,7,3,0,4,0,6,10,27,0,15,0,5,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,18,3,0,0,0,2,0,0,1,1,6,0,0,1,2,2,0,25,0,0,0,0,4,1,0,1,0,0,0,0,0,16,8,1,0,11,0,2,0,0,5,15,2,1,0,1,1,5,2
304,1,0,1,1,2,0,3,0,3,2,4,22,1,0,0,0,0,1,5,17,10,4,0,0,0,0,2,0,1,0,1,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,3,2,6,0,3,6,1,1,0,4,0,0,1,1,5,2,20,1,0,1,9,2,6,3,0,2,3,3,20,13,18,0,11,0,0,2,9,1,0,0,5,0,0,0,1,1,0,0,5,0,0,0,2,1,1,4,0,0,3,9,13,2,2,2,2,0,4,0,25,1,4,0,12,4,1,2,20,2,7,0,0,3,3,1,7,0,0,4,5,2,0,2,1,46,0,0,0,1,1,0,10,3,12,4,0,1,7,2,4,0,6,5,1,5,20,2,0,2,0,0,1,4,1,13,38,1,17,0,6,2,3,4,0,0,1,1,0,0,2,0,0,0,0,6,1,1,0,2,0,0,24,9,0,0,1,10,0,0,1,6,6,15,3,1,6,2,1,41,0,1,3,1,2,5,1,6,2,2,2,0,0,12,9,2,2,13,0,5,0,4,0,14,5,13,0,1,0,3,2
306,0,0,0,1,0,0,0,5,1,0,0,2,0,0,0,0,0,0,5,9,3,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1,1,2,0,3,0,1,0,1,2,0,1,2,15,0,2,1,4,2,4,0,0,6,0,5,11,9,5,0,5,0,0,1,13,0,2,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,2,6,0,0,5,4,6,2,3,0,0,2,3,2,13,0,0,0,3,3,0,0,3,3,6,0,0,4,0,0,0,0,0,1,0,0,0,1,1,10,2,0,1,1,2,0,0,1,10,0,0,0,2,6,1,0,5,2,4,1,11,0,0,2,1,8,2,0,1,6,26,2,6,1,5,2,0,0,0,0,5,0,2,0,0,0,2,0,0,4,0,0,0,1,2,0,21,1,0,0,1,3,1,4,3,1,7,4,2,0,2,1,0,20,4,1,3,0,0,2,1,1,0,2,0,4,0,16,11,1,2,6,0,2,0,0,3,10,0,2,4,0,0,1,2
308,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,0,1,0,2,0,6,0,5,1,0,0,0,0,2,9,0,4,4,0,0,0,4,0,0,1,0,5,9,7,1,3,1,1,0,4,0,0,0,2,0,4,0,3,6,0,0,5,0,0,1,0,1,1,0,1,0,0,3,3,1,0,0,2,0,0,0,2,0,0,0,3,0,0,0,1,5,0,0,0,3,1,0,10,5,0,3,4,0,7,2,0,9,1,0,2,0,4,4,3,0,0,0,0,0,19,0,2,3,1,1,0,11,13,1,0,0,0,2,0,0,0,9,12,1,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,1,0,0,0,0,2,0,0,0,3,0,0,13,1,7,3,1,4,0,3,0,5,1,0,0,5,19,7,2,0,2,0,5,0,0,3,6,1,1,0,3,0,4,2
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,1,0,2,3,3,2,2,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33,2,2,4,162,8,12,9,41,0,19,0,0,1,0,0,0,75,0,23,6,0,11,2,26,0,1,3,0,31,54,45,5,19,8,3,23,80,0,0,0,2,0,3,0,0,5,33,5,24,1,7,7,7,0,13,30,0,5,0,62,21,1,6,12,0,0,14,0,1,1,3,0,0,2,0,2,1,37,1,0,0,3,12,6,25,4,0,33,0,18,0,18,4,124,0,5,0,2,7,6,7,3,9,0,0,4,85,2,0,16,32,0,2,104,61,9,0,17,3,11,44,0,2,93,47,0,58,0,0,3,12,0,2,5,2,0,1,0,5,8,1,5,0,1,9,3,21,1,3,1,144,0,0,1,0,10,0,6,2,0,14,0,5,47,7,11,4,103,15,3,21,5,0,7,17,6,18,2,5,12,0,37,49,0,0,0,1,10,5,7,23,105,11,10,13,4,2,0,2
313,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,2,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,2,0,3,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,3,3,9,0,2,5,2,16,0,6,0,0,2,1,8,1,21,1,3,1,2,7,1,8,0,7,3,9,19,20,15,1,12,0,1,1,12,0,0,0,0,0,1,0,2,2,8,3,0,0,0,1,0,2,1,5,0,2,7,1,7,3,4,4,0,4,5,1,24,0,0,1,2,0,5,2,2,10,8,0,0,6,1,0,11,3,0,7,0,8,0,3,0,35,0,0,2,7,4,4,1,1,5,0,0,2,14,1,0,3,7,1,1,20,24,1,0,4,1,0,0,0,3,30,23,0,7,0,7,2,1,1,0,1,0,7,6,2,2,0,0,0,0,3,6,0,0,1,0,0,39,4,0,0,1,10,0,6,3,3,1,2,3,1,1,6,0,43,1,1,3,0,5,0,1,0,3,4,0,2,0,16,7,0,9,11,0,6,1,2,5,26,5,6,0,1,5,1,2
316,7,7,9,13,10,8,9,10,9,4,7,11,3,0,0,12,13,89,14,7,0,0,0,7,4,4,12,12,3,4,3,7,7,4,6,2,3,0,0,1,0,1,0,0,0,1,1,1,0,0,22,0,23,0,1,3,17,5,12,0,10,0,8,3,1,0,1,30,16,4,7,4,5,6,12,0,2,2,1,31,40,39,3,14,1,2,4,40,0,6,0,0,31,11,0,2,23,14,2,22,0,32,9,0,3,3,2,0,1,0,10,14,3,0,7,0,1,5,5,0,6,5,0,36,0,4,5,0,18,0,0,0,3,9,17,14,0,4,4,0,16,0,6,3,61,4,4,0,1,1,1,9,5,6,6,3,0,27,4,2,1,1,4,0,29,47,0,0,28,0,14,13,9,0,10,40,26,57,19,0,1,40,8,0,0,0,0,3,7,1,0,2,0,0,3,0,0,28,4,3,5,44,1,0,0,2,11,12,12,9,0,16,3,4,9,3,5,3,113,0,0,2,2,9,4,9,0,7,5,0,3,0,26,35,1,6,3,1,4,17,0,6,64,0,6,1,0,0,0,9
318,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,4,8,4,2,1,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,3,0,0,1,0,0,0,0,2,0,4,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0
319,0,3,2,14,3,0,5,0,5,6,8,7,4,3,3,16,28,30,38,0,0,0,0,1,8,2,4,1,8,5,6,4,0,3,0,0,3,2,2,1,0,0,3,0,2,0,0,1,0,3,30,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,1,2,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,32,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,35,0,47,0,1,10,0,2,1,0,0,0,0,0,2,0,0,0,6,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,1,4,0,1,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
320,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,4,2,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,6,0,0,1,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,5,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,5,2,0,0,0,0,0,0
321,6,3,0,3,1,2,1,2,7,3,1,2,1,0,0,2,1,1,8,43,1,0,0,1,1,3,0,1,1,0,0,2,1,2,0,1,1,0,0,1,1,2,0,0,0,1,0,0,1,0,61,5,31,0,4,8,14,6,60,0,22,4,0,3,0,3,4,46,0,6,6,0,4,6,30,0,1,2,0,32,37,42,3,24,7,1,6,125,0,0,0,9,3,1,0,16,19,1,20,17,0,1,2,113,4,16,3,1,16,0,23,12,5,0,24,0,12,9,0,12,3,0,1,3,1,1,0,0,15,0,0,0,2,7,5,16,0,0,14,0,17,6,20,2,71,0,11,1,2,8,8,8,4,15,1,1,4,42,15,4,6,25,0,8,45,36,4,1,5,1,4,2,1,6,48,90,0,21,4,0,1,40,0,1,2,0,0,23,0,1,24,5,2,0,1,2,0,1,4,2,0,81,3,0,0,1,20,4,5,25,2,40,1,4,14,1,9,1,88,10,8,9,4,2,2,24,52,13,20,2,11,8,29,32,2,2,5,5,18,1,10,31,56,3,6,6,6,10,13,19
324,6,17,5,7,13,13,8,10,14,12,48,10,10,1,1,8,23,6,25,22,1,7,0,14,8,9,7,6,5,54,4,4,9,5,3,5,9,6,3,4,0,2,3,1,1,2,3,2,2,3,174,18,53,6,34,37,44,10,74,0,56,6,2,30,3,33,8,160,2,40,20,6,15,26,58,0,2,13,3,122,191,188,27,69,14,7,30,99,0,2,0,15,0,31,0,20,57,13,7,63,0,15,19,173,11,14,26,4,1,3,85,75,49,27,99,13,16,42,2,126,15,25,1,89,5,8,26,47,87,3,0,0,35,7,18,95,3,6,17,10,35,8,36,29,290,7,3,19,7,22,27,35,19,109,25,0,10,161,17,32,36,27,13,8,158,154,14,0,53,16,4,16,14,1,140,363,7,104,3,56,44,23,17,8,21,44,4,3,8,5,3,12,1,0,44,9,1,1,22,8,1,277,13,1,1,11,97,0,21,12,4,52,45,40,24,12,35,15,308,12,69,35,19,17,1,102,4,26,78,0,16,18,158,185,14,7,44,22,53,14,6,58,187,30,22,36,4,5,13,13
325,0,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,10,9,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,3,0,1,1,2,0,4,0,6,0,0,0,0,7,1,6,3,0,1,0,1,3,3,0,1,2,4,9,2,15,1,4,0,1,0,3,11,0,32,0,0,0,1,2,2,0,3,1,0,0,0,0,0,0,0,0,0,4,3,4,0,1,0,1,1,0,0,0,1,0,0,3,1,8,0,1,4,5,0,0,1,2,0,4,0,0,0,1,1,0,5,0,12,0,0,3,6,3,0,0,1,9,18,0,2,1,6,0,1,0,0,1,4,16,0,3,2,0,0,0,0,0,10,23,0,20,0,5,0,0,0,0,0,0,10,6,0,0,0,0,0,0,2,1,0,0,0,4,0,19,7,0,1,0,10,0,0,3,1,2,0,1,2,3,3,1,23,0,1,2,2,2,0,0,1,1,0,0,0,0,14,1,1,2,10,0,2,1,2,2,4,2,1,0,0,1,7,0
326,0,0,0,2,2,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,5,0,0,0,0,0,0,5,4,0,1,0,2,2,0,0,1,9,0,1,0,3,1,0,3,0,3,0,2,2,3,3,0,1,0,3,0,4,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,3,0,2,2,1,0,1,0,0,0,0,2,12,0,0,0,7,0,1,0,3,8,0,0,0,0,1,0,0,0,2,0,4,0,0,1,1,5,0,0,1,0,0,0,0,1,4,0,0,3,2,0,1,0,1,2,0,6,13,1,0,3,0,0,1,0,2,1,20,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,0,1,0,1,0,1,2,3,0,0,1,0,0,13,0,0,0,0,2,0,0,0,0,2,0,1,5,2,2,1,2,1,0,0,1,0,2,6,0,2,0,2,0,0,0
327,0,1,0,1,2,0,0,0,0,0,1,5,1,0,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,0,4,2,0,7,0,3,5,0,1,0,2,1,4,0,3,3,2,1,1,2,0,2,1,5,4,6,5,0,2,1,0,0,8,0,0,0,4,0,0,0,1,1,3,1,2,0,0,2,0,0,1,2,0,2,5,1,7,1,3,1,0,1,1,2,3,1,0,2,1,0,1,1,2,2,2,0,0,0,0,0,2,1,0,0,1,0,0,2,0,13,0,0,1,0,0,1,0,1,7,2,0,0,9,0,1,1,2,2,1,4,8,1,0,2,0,0,1,0,0,2,12,0,6,0,4,0,2,0,0,0,0,1,0,0,10,0,0,0,0,1,1,0,0,2,0,0,13,2,0,0,0,2,0,1,1,1,1,4,0,1,1,0,0,18,0,1,0,1,0,0,3,0,2,3,0,0,0,5,5,1,0,1,0,1,0,0,0,3,4,1,8,2,0,0,1
328,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,3,0,0,1,0,3,0,4,2,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,0,0,4,0,1,0,0,0,2,0,0,0,10,1,1,0,1,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,2,0,3,0,1,0,1,2,9,0,0,1,0,0,0,0,0,1,8,0,7,0,2,1,0,0,0,0,4,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,13,1,0,0,0,1,0,1,0,1,3,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,0,2,0,0,1,0,0,2,0,1,0,0,0,1,1
330,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,2,0,3,1,4,5,3,3,0,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,6,0,0,1,1,8,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,3,1,1,1,1,1,4,0,1,0,1,1,0,2,5,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,2,1,1,0,0,0,1,0,2,0,0,0,0,1
331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332,0,2,1,2,0,0,0,0,37,0,1,17,5,0,0,3,3,2,10,14,76,27,2,1,1,0,2,3,2,0,2,1,3,2,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,67,0,2,0,1,5,3,0,27,7,12,0,0,7,3,9,6,30,0,1,14,0,4,15,1,0,3,6,4,31,19,43,2,26,1,15,2,15,16,3,25,4,0,6,6,2,6,1,2,4,0,0,3,0,1,2,4,0,2,4,17,43,3,2,3,0,8,5,0,10,0,6,0,26,9,5,11,11,6,0,0,0,2,6,1,5,0,0,7,2,1,0,16,0,77,1,1,2,4,1,2,8,8,21,59,40,1,8,14,1,2,12,8,5,6,31,0,2,18,3,0,2,5,5,27,111,2,28,1,16,0,3,4,1,0,6,7,0,0,2,0,6,1,0,15,34,0,1,1,7,0,53,14,2,0,2,30,2,16,12,5,15,6,3,4,15,6,2,92,0,0,5,4,4,5,7,2,3,3,8,5,0,21,25,1,6,29,2,10,0,0,2,47,4,9,0,0,6,8,2
333,14,47,28,29,24,44,18,35,28,6,14,8,33,2,0,138,112,14,3,0,1,2,0,11,8,6,10,21,16,6,5,9,24,3,3,2,2,9,1,1,3,0,0,0,1,1,1,0,0,2,416,3,69,61,35,44,44,36,173,0,35,7,22,88,211,18,11,252,45,32,41,55,23,16,154,2,69,21,2,144,330,159,18,196,33,40,36,199,2,4,26,52,0,12,0,28,31,67,17,109,33,6,28,0,27,25,18,123,20,2,99,178,17,7,37,0,20,54,3,16,26,11,3,74,11,4,28,99,157,160,2,0,36,16,23,117,7,9,77,16,67,0,82,0,352,51,33,2,42,116,75,81,47,101,46,25,22,268,25,52,24,70,18,33,195,361,34,1,59,8,0,1,4,0,166,623,28,209,1,160,34,58,24,3,6,16,39,6,10,3,0,0,9,0,4,3,0,39,27,21,1,616,35,0,1,31,121,8,31,21,84,109,37,25,23,14,32,52,557,21,52,25,32,16,51,32,25,57,25,15,9,108,354,243,1,82,92,16,35,15,23,29,264,41,28,1,51,20,36,20
334,0,261,1,185,173,164,138,98,76,81,70,60,68,138,251,0,0,0,0,0,0,0,0,54,40,40,30,30,42,21,26,29,26,24,18,13,21,8,9,4,7,2,2,2,1,9,1,4,3,3,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,22,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,20,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
